window_id,window_start_utc,window_end_utc,product_id,depth,target_samples,successful_samples,failed_samples,imbalance_mean,imbalance_median,imbalance_min,imbalance_max,bid_volume_mean,ask_volume_mean,notes
btc_usd_d10_20260516T034402Z,2026-05-16T03:44:02.474460Z,2026-05-16T04:43:02.738563Z,BTC-USD,10,60,60,0,-0.096101357078,-0.1460494162,-0.785005330383,0.889763284073,0.824266705,0.7717494655,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260516T062728Z,2026-05-16T06:27:28.560465Z,2026-05-16T07:26:29.430285Z,BTC-USD,10,60,60,0,-0.070459614567,-0.075367968884,-0.824408810501,0.577759053263,0.698030190667,0.81286434,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260516T085211Z,2026-05-16T08:52:11.158096Z,2026-05-16T09:51:11.386901Z,BTC-USD,10,60,60,0,-0.146142199685,-0.144400239426,-0.781653326061,0.715576053801,0.497087119,0.673178551667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260516T102056Z,2026-05-16T10:20:56.526901Z,2026-05-16T11:19:56.708250Z,BTC-USD,10,60,60,0,-0.24330962573,-0.29443249227,-0.976806856249,0.626379839242,0.393847972667,0.645937211,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260516T115636Z,2026-05-16T11:56:36.687715Z,2026-05-16T12:55:36.814887Z,BTC-USD,10,60,60,0,-0.199131366859,-0.229538466306,-0.908969484466,0.826897166429,0.492551739167,0.860599369333,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260516T135043Z,2026-05-16T13:50:43.154765Z,2026-05-16T14:49:43.240836Z,BTC-USD,10,60,60,0,-0.331478086559,-0.403467042472,-0.951016637228,0.671340421151,0.4667516285,0.915977884,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260516T150240Z,2026-05-16T15:02:40.022542Z,2026-05-16T16:01:40.096309Z,BTC-USD,10,60,60,0,-0.282640992144,-0.318136071451,-0.877644431258,0.700585706649,0.4630315915,0.869243331333,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260516T170532Z,2026-05-16T17:05:32.465779Z,2026-05-16T18:04:32.993123Z,BTC-USD,10,60,60,0,-0.312257498588,-0.372117397638,-0.860720289767,0.69095843967,0.4095744625,0.6517512955,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260516T191445Z,2026-05-16T19:14:45.195816Z,2026-05-16T20:13:45.309933Z,BTC-USD,10,60,60,0,-0.33433351625,-0.384408269666,-0.80349256451,0.4873932084,0.334639523,0.713423781667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260516T205741Z,2026-05-16T20:57:41.404693Z,2026-05-16T21:56:41.480685Z,BTC-USD,10,60,60,0,-0.209530442268,-0.127654154648,-0.959633887078,0.777621878382,0.552228317667,3.606298154667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260516T215805Z,2026-05-16T21:58:05.430095Z,2026-05-16T22:57:06.557000Z,BTC-USD,10,60,60,0,-0.182420483795,-0.130237390184,-0.963518671831,0.683013826172,0.492508405167,1.713153078333,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260516T225900Z,2026-05-16T22:59:00.739544Z,2026-05-16T23:58:00.830731Z,BTC-USD,10,60,60,0,-0.220168861704,-0.223352012205,-0.96161493042,0.658821273765,0.632983763667,1.684520339667,hourly window sampler; minute rows are collected live during the run
