window_id,window_start_utc,window_end_utc,product_id,depth,target_samples,successful_samples,failed_samples,imbalance_mean,imbalance_median,imbalance_min,imbalance_max,bid_volume_mean,ask_volume_mean,notes
btc_usd_d10_20260823T014621Z,2026-08-23T01:46:21.697241Z,2026-08-23T02:45:21.776408Z,BTC-USD,10,60,60,0,0.151432321404,0.278035093416,-0.985022299194,0.922480433501,1.1218207355,0.690472507167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T030813Z,2026-08-23T03:08:13.544582Z,2026-08-23T04:07:13.620344Z,BTC-USD,10,60,60,0,0.17137066325,0.312687668131,-0.999747134422,0.983598543167,0.896288514833,0.485274248167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T044301Z,2026-08-23T04:43:01.909447Z,2026-08-23T05:42:01.971883Z,BTC-USD,10,60,60,0,0.029357919801,-0.034868402814,-0.999953653975,0.999874771089,0.826259429333,0.6373031355,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T054222Z,2026-08-23T05:42:22.943501Z,2026-08-23T06:41:23.152313Z,BTC-USD,10,60,60,0,-0.146508223031,-0.143350731246,-0.999486641072,0.759754502889,0.487870527333,0.6724714935,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T065049Z,2026-08-23T06:50:49.293809Z,2026-08-23T07:49:49.502904Z,BTC-USD,10,60,60,0,-0.006010985351,-0.03466277262,-0.999103914214,0.997844215663,0.487014207833,0.5459016785,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T075007Z,2026-08-23T07:50:07.394425Z,2026-08-23T08:49:07.506709Z,BTC-USD,10,60,60,0,-0.019601268504,-0.003046807366,-0.999580755529,0.982646721425,0.517580740167,0.589346944333,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T084926Z,2026-08-23T08:49:26.435331Z,2026-08-23T09:48:26.548907Z,BTC-USD,10,60,60,0,-0.007448555925,-0.056852635898,-0.935860033453,0.973416248176,1.119740728333,0.578518256333,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T094847Z,2026-08-23T09:48:47.512875Z,2026-08-23T10:47:47.588786Z,BTC-USD,10,60,60,0,-0.203780706448,-0.236572231862,-0.982215800369,0.633316451722,0.512482011167,1.536466387167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T104806Z,2026-08-23T10:48:06.610980Z,2026-08-23T11:47:06.766418Z,BTC-USD,10,60,60,0,-0.099789527375,-0.111911913932,-0.794350650446,0.812136228719,0.8890946215,1.043301804167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T114724Z,2026-08-23T11:47:24.202170Z,2026-08-23T12:46:24.507992Z,BTC-USD,10,60,60,0,-0.111036753115,-0.079784928412,-0.822129807586,0.727348402428,1.164654205,1.333554521,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T125137Z,2026-08-23T12:51:37.810291Z,2026-08-23T13:50:37.917849Z,BTC-USD,10,60,60,0,-0.105913072181,-0.179053803228,-0.93295452848,0.887798837229,1.2577571935,2.384208614,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T135056Z,2026-08-23T13:50:56.288141Z,2026-08-23T14:49:57.015683Z,BTC-USD,10,60,60,0,-0.100362153946,-0.063527949119,-0.843319903656,0.798765560313,1.067234094333,1.291788751,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T145016Z,2026-08-23T14:50:16.689299Z,2026-08-23T15:49:17.250299Z,BTC-USD,10,60,60,0,-0.187561910628,-0.15019651359,-0.881009687087,0.669605777028,0.758833934333,1.1408629195,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T154935Z,2026-08-23T15:49:35.387609Z,2026-08-23T16:48:35.475240Z,BTC-USD,10,60,60,0,-0.127232128184,-0.195224884569,-0.851450398566,0.928827901633,0.722690189333,0.895794051833,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T164856Z,2026-08-23T16:48:56.660760Z,2026-08-23T17:47:56.825510Z,BTC-USD,10,60,60,0,-0.108786863972,-0.179456732688,-0.674325974746,0.75563549296,0.754620108167,0.961150877167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T174815Z,2026-08-23T17:48:15.174005Z,2026-08-23T18:47:15.335682Z,BTC-USD,10,60,60,0,-0.168498148948,-0.185835590774,-0.852380361521,0.67088923164,0.628082378167,0.902811557167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T184734Z,2026-08-23T18:47:34.121988Z,2026-08-23T19:46:34.229497Z,BTC-USD,10,60,60,0,-0.147045243879,-0.178115926619,-0.892131869514,0.748220275947,0.749097035,1.023958585833,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T194650Z,2026-08-23T19:46:50.330741Z,2026-08-23T20:45:50.537605Z,BTC-USD,10,60,60,0,-0.167276931774,-0.232387138938,-0.78631709631,0.60275783242,1.0079600775,1.330549314,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T204608Z,2026-08-23T20:46:08.326390Z,2026-08-23T21:45:08.501313Z,BTC-USD,10,60,60,0,-0.139153697384,-0.082507708456,-0.878898507717,0.661929229286,1.327150260167,1.563145726667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T214526Z,2026-08-23T21:45:26.360285Z,2026-08-23T22:44:26.442066Z,BTC-USD,10,60,60,0,0.123601090935,0.074328087804,-0.995830687372,0.982271742104,1.2524336755,0.974627860833,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260823T224444Z,2026-08-23T22:44:44.323122Z,2026-08-23T23:43:44.393299Z,BTC-USD,10,60,60,0,-0.086827375413,-0.1674759084,-0.926609808355,0.80616027599,0.862692888167,1.086301123333,hourly window sampler; minute rows are collected live during the run
