window_id,window_start_utc,window_end_utc,product_id,depth,target_samples,successful_samples,failed_samples,imbalance_mean,imbalance_median,imbalance_min,imbalance_max,bid_volume_mean,ask_volume_mean,notes
btc_usd_d10_20260825T013901Z,2026-08-25T01:39:01.506084Z,2026-08-25T02:38:02.035405Z,BTC-USD,10,60,60,0,0.0377474696,0.029478537647,-0.867147772626,0.912535997322,0.848744970167,0.784094642,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260825T030415Z,2026-08-25T03:04:15.206059Z,2026-08-25T04:03:15.495696Z,BTC-USD,10,60,60,0,0.238422720501,0.297729663157,-0.789626261532,0.941426231826,1.540421091333,0.753131933167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260825T044441Z,2026-08-25T04:44:41.343071Z,2026-08-25T05:43:41.403971Z,BTC-USD,10,60,60,0,0.063166137376,-0.019086749061,-0.819958533116,0.893963183125,1.225125800833,0.9609680635,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260825T054358Z,2026-08-25T05:43:58.255717Z,2026-08-25T06:42:58.424807Z,BTC-USD,10,60,60,0,-0.147304904862,-0.127058803443,-0.830032477617,0.871041382123,1.034428439833,1.306868869833,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260825T065711Z,2026-08-25T06:57:11.117534Z,2026-08-25T07:56:11.187553Z,BTC-USD,10,60,60,0,-0.199636236956,-0.249511637948,-0.942169114392,0.929363084834,1.003936151333,1.547873182167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260825T075628Z,2026-08-25T07:56:28.815998Z,2026-08-25T08:55:29.303268Z,BTC-USD,10,60,60,0,-0.261259720827,-0.266267724634,-0.862236427852,0.736552936416,0.560169644,1.2132951755,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260825T085548Z,2026-08-25T08:55:48.515934Z,2026-08-25T09:54:48.576891Z,BTC-USD,10,60,60,0,-0.159880148767,-0.176314772224,-0.893069105374,0.886248670166,0.8072180625,1.2887215735,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260825T095509Z,2026-08-25T09:55:09.885161Z,2026-08-25T10:54:10.195944Z,BTC-USD,10,60,60,0,-0.158387958531,-0.214530295973,-0.905585060642,0.865344860992,0.537519769333,0.858482981333,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260825T105430Z,2026-08-25T10:54:30.411341Z,2026-08-25T11:53:30.479285Z,BTC-USD,10,60,60,0,-0.196027853205,-0.271561947008,-0.791256198025,0.811340401249,0.485897573167,0.788170144167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260825T115351Z,2026-08-25T11:53:51.711932Z,2026-08-25T12:52:51.960568Z,BTC-USD,10,60,60,0,-0.227977317631,-0.311623022097,-0.771893512756,0.533825533639,0.596957722,1.062477718667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260825T125742Z,2026-08-25T12:57:42.957130Z,2026-08-25T13:56:43.028823Z,BTC-USD,10,60,60,0,-0.084080795447,-0.105786085264,-0.858876391883,0.62795392443,0.833630409833,1.039417671667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260825T135701Z,2026-08-25T13:57:01.059407Z,2026-08-25T14:56:01.270397Z,BTC-USD,10,60,60,0,-0.062631420379,-0.098273694747,-0.728136301364,0.730699932845,0.821233763,0.798908854667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260825T145620Z,2026-08-25T14:56:20.754294Z,2026-08-25T15:55:20.830341Z,BTC-USD,10,60,60,0,-0.183628268106,-0.18160757484,-0.873678268464,0.897876338961,0.820575264,1.010493490167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260825T155542Z,2026-08-25T15:55:42.133898Z,2026-08-25T16:54:42.310969Z,BTC-USD,10,60,58,2,0.112018920384,0.061979094823,-0.677365072687,0.824564866601,0.934781037931,0.624533003448,hourly window sampler; minute rows are collected live during the run
