window_id,window_start_utc,window_end_utc,product_id,depth,target_samples,successful_samples,failed_samples,imbalance_mean,imbalance_median,imbalance_min,imbalance_max,bid_volume_mean,ask_volume_mean,notes
btc_usd_d10_20260704T001122Z,2026-07-04T00:11:22.600030Z,2026-07-04T01:10:22.883961Z,BTC-USD,10,60,60,0,-0.12341381102,-0.139491181826,-0.948795354782,0.757953945731,0.561430233,0.709052695167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260704T043945Z,2026-07-04T04:39:45.571585Z,2026-07-04T05:38:45.657429Z,BTC-USD,10,60,60,0,-0.192489232083,-0.231617125998,-0.856390461575,0.666935440224,0.491504617333,0.798613948167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260704T075109Z,2026-07-04T07:51:09.258901Z,2026-07-04T08:50:09.546430Z,BTC-USD,10,60,60,0,0.036048213878,0.089572675607,-0.708604681623,0.754864129556,0.7211966445,0.662198899,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260704T101800Z,2026-07-04T10:18:00.082527Z,2026-07-04T11:17:00.166149Z,BTC-USD,10,60,60,0,-0.091992910357,-0.117877458123,-0.712300056249,0.717371443609,0.521464264167,0.6114692235,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260704T121011Z,2026-07-04T12:10:11.076525Z,2026-07-04T13:09:11.207890Z,BTC-USD,10,60,60,0,-0.19051959817,-0.266807740954,-0.901265987819,0.584584273526,0.5417256605,0.743300663667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260704T144103Z,2026-07-04T14:41:03.362688Z,2026-07-04T15:40:03.431298Z,BTC-USD,10,60,60,0,-0.080522490417,-0.117760477817,-0.748970047715,0.849993718883,0.587478360833,0.7076177305,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260704T160839Z,2026-07-04T16:08:39.602939Z,2026-07-04T17:07:39.790701Z,BTC-USD,10,60,60,0,0.029970917093,0.000345197027,-0.721152467989,0.788402021195,0.606862354667,0.559904416,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260704T180630Z,2026-07-04T18:06:30.234428Z,2026-07-04T19:05:30.311955Z,BTC-USD,10,60,60,0,-0.106084206706,-0.154116117968,-0.876831552911,0.869579721836,0.662348873333,0.7910267065,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260704T201215Z,2026-07-04T20:12:15.646256Z,2026-07-04T21:11:15.717044Z,BTC-USD,10,60,60,0,-0.07705135575,-0.076477096766,-0.810311655362,0.806754077417,0.6039566205,0.678102200667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260704T220321Z,2026-07-04T22:03:21.821547Z,2026-07-04T23:02:21.992558Z,BTC-USD,10,60,60,0,0.031962911105,0.123295062309,-0.837788712581,0.811097937683,0.779346851,0.6936583005,hourly window sampler; minute rows are collected live during the run
