window_id,window_start_utc,window_end_utc,product_id,depth,target_samples,successful_samples,failed_samples,imbalance_mean,imbalance_median,imbalance_min,imbalance_max,bid_volume_mean,ask_volume_mean,notes
btc_usd_d10_20260808T020141Z,2026-08-08T02:01:41.855941Z,2026-08-08T03:00:41.968854Z,BTC-USD,10,60,60,0,-0.166590926383,-0.16233566948,-0.772618550343,0.811862999216,1.044975525333,2.147130245167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260808T041417Z,2026-08-08T04:14:17.770155Z,2026-08-08T05:13:17.850388Z,BTC-USD,10,60,60,0,-0.086751286799,-0.162488304169,-0.755662467641,0.700259118267,0.768704344167,0.928878387,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260808T054604Z,2026-08-08T05:46:04.408889Z,2026-08-08T06:45:04.521633Z,BTC-USD,10,60,60,0,-0.033676335784,0.003907983806,-0.966998963586,0.812856955242,1.109710246,3.1416320645,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260808T070231Z,2026-08-08T07:02:31.391734Z,2026-08-08T08:01:31.663790Z,BTC-USD,10,60,60,0,-0.023730789977,-0.034830877032,-0.753632434197,0.809175128862,0.851528785167,0.903435446,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260808T084955Z,2026-08-08T08:49:55.090186Z,2026-08-08T09:48:55.757269Z,BTC-USD,10,60,60,0,0.229317501086,0.291228491687,-0.438454695781,0.781367835409,1.272977792167,0.7279442785,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260808T104822Z,2026-08-08T10:48:22.848097Z,2026-08-08T11:47:22.920940Z,BTC-USD,10,60,60,0,0.137764412685,0.126514423269,-0.935011439239,0.891835815985,1.9023251755,0.855059464333,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260808T130019Z,2026-08-08T13:00:19.754097Z,2026-08-08T13:59:19.825540Z,BTC-USD,10,60,60,0,-0.094166240419,-0.147254876815,-0.910915289786,0.641441212555,0.7526114215,0.928123088,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260808T143726Z,2026-08-08T14:37:26.322135Z,2026-08-08T15:36:26.459892Z,BTC-USD,10,60,60,0,-0.078157322437,-0.071126241202,-0.800724068448,0.851864271252,0.800352187833,1.0262982455,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260808T164045Z,2026-08-08T16:40:45.154866Z,2026-08-08T17:39:45.442903Z,BTC-USD,10,60,60,0,0.032670380555,-0.00059603629,-0.820372334799,0.910787328809,1.031527086,0.967821067833,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260808T184631Z,2026-08-08T18:46:31.172463Z,2026-08-08T19:45:31.995437Z,BTC-USD,10,60,60,0,0.102890203206,0.057849983212,-0.633898825698,0.797699129971,1.486517345,1.161545107167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260808T204503Z,2026-08-08T20:45:03.718864Z,2026-08-08T21:44:03.939984Z,BTC-USD,10,60,60,0,0.187796422917,0.251193862957,-0.813858591345,0.935121485583,3.8868336775,1.275286654167,hourly window sampler; minute rows are collected live during the run
