window_id,window_start_utc,window_end_utc,product_id,depth,target_samples,successful_samples,failed_samples,imbalance_mean,imbalance_median,imbalance_min,imbalance_max,bid_volume_mean,ask_volume_mean,notes
btc_usd_d10_20260423T032958Z,2026-04-23T03:29:58.121279Z,2026-04-23T04:28:58.203777Z,BTC-USD,10,60,57,3,0.002532989985,-0.020861881475,-0.96353413626,0.986744828594,0.754329171579,0.67673390614,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260423T061058Z,2026-04-23T06:10:58.981199Z,2026-04-23T07:09:59.054495Z,BTC-USD,10,60,60,0,-0.031117339644,0.05524275773,-0.981213610745,0.799426051496,0.914967113167,0.750352153833,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260423T085728Z,2026-04-23T08:57:28.542948Z,2026-04-23T09:56:28.613288Z,BTC-USD,10,60,60,0,0.056619879481,0.137678079182,-0.968662084192,0.980789285764,0.631907544667,0.472277063,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260423T104106Z,2026-04-23T10:41:06.935376Z,2026-04-23T11:40:07.415090Z,BTC-USD,10,60,60,0,-0.221583816474,-0.311610493519,-0.973410837402,0.934054658086,0.4996803115,0.752315403,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260423T120249Z,2026-04-23T12:02:49.820362Z,2026-04-23T13:01:50.354155Z,BTC-USD,10,60,60,0,-0.081051415443,-0.128558154118,-0.975280636931,0.919646648458,0.764837764333,0.7771486235,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260423T151827Z,2026-04-23T15:18:27.804902Z,2026-04-23T16:17:27.883635Z,BTC-USD,10,60,60,0,-0.17754105437,-0.295077804657,-0.949428100982,0.7380927289,1.039923321,0.928913900167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260423T172700Z,2026-04-23T17:27:00.581271Z,2026-04-23T18:26:00.847433Z,BTC-USD,10,60,60,0,-0.382092936192,-0.469748326366,-0.978804462492,0.540769865696,0.418287040167,0.850984323167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260423T192234Z,2026-04-23T19:22:34.188958Z,2026-04-23T20:21:34.331611Z,BTC-USD,10,60,60,0,-0.182099608494,-0.313211452564,-0.998472303936,0.820237662065,0.466901475,1.590963331,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260423T205916Z,2026-04-23T20:59:16.652172Z,2026-04-23T21:58:16.729548Z,BTC-USD,10,60,60,0,-0.024579754989,0.143114030527,-0.98564559444,0.922738652687,0.580466977333,0.587006947667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260423T225741Z,2026-04-23T22:57:41.309172Z,2026-04-23T23:56:41.561668Z,BTC-USD,10,60,60,0,0.151092911053,0.332753360036,-0.897659225495,0.87456239282,1.070746370833,0.652162280833,hourly window sampler; minute rows are collected live during the run
