window_id,window_start_utc,window_end_utc,product_id,depth,target_samples,successful_samples,failed_samples,imbalance_mean,imbalance_median,imbalance_min,imbalance_max,bid_volume_mean,ask_volume_mean,notes
btc_usd_d10_20260421T032823Z,2026-04-21T03:28:23.305188Z,2026-04-21T04:27:23.680002Z,BTC-USD,10,60,60,0,0.137377096174,0.211706994197,-0.934256772287,0.999990246929,0.745660707333,0.512329688333,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260421T060725Z,2026-04-21T06:07:25.027940Z,2026-04-21T07:06:35.102620Z,BTC-USD,10,60,58,2,-0.217480689619,-0.31751079423,-0.999997444165,0.999736925456,0.482933204655,0.746339572241,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260421T085621Z,2026-04-21T08:56:21.587652Z,2026-04-21T09:55:21.658987Z,BTC-USD,10,60,60,0,-0.296749094527,-0.348138492545,-0.959168125156,0.800745327283,0.548995342333,0.902145025333,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260421T102423Z,2026-04-21T10:24:23.766721Z,2026-04-21T11:23:23.846081Z,BTC-USD,10,60,60,0,-0.307613925752,-0.316882779356,-0.997173627895,0.618786751229,0.561010763,1.011427009333,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260421T120339Z,2026-04-21T12:03:39.276271Z,2026-04-21T13:02:39.424745Z,BTC-USD,10,60,60,0,-0.104704521963,-0.101946190146,-0.980044763248,0.831520063018,0.564924547,0.654104261667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260421T145020Z,2026-04-21T14:50:20.267335Z,2026-04-21T15:49:20.736878Z,BTC-USD,10,60,60,0,-0.007315349756,0.045877787042,-0.973297369971,0.953078620932,0.496402222833,0.666933406667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260421T161532Z,2026-04-21T16:15:32.604337Z,2026-04-21T17:14:32.818868Z,BTC-USD,10,60,60,0,-0.242095390394,-0.294832920994,-0.966974941723,0.999949163099,0.369530947167,0.854781862667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260421T180355Z,2026-04-21T18:03:55.043431Z,2026-04-21T19:02:55.122845Z,BTC-USD,10,60,60,0,-0.18283242889,-0.210145045207,-0.940163982665,0.830091140769,0.420816780333,0.580906637,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260421T200746Z,2026-04-21T20:07:46.405126Z,2026-04-21T21:06:46.492986Z,BTC-USD,10,60,60,0,-0.115253822214,-0.079387563068,-0.961930387764,0.844992785944,0.4915714935,0.638119088167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260421T215153Z,2026-04-21T21:51:53.154415Z,2026-04-21T22:50:54.141510Z,BTC-USD,10,60,60,0,-0.017716762278,0.007485241332,-0.936940069831,0.965526658389,0.756605702667,0.709389820833,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260421T235014Z,2026-04-21T23:50:14.138164Z,2026-04-22T00:49:14.402134Z,BTC-USD,10,60,60,0,-0.040042350797,-0.084078050018,-0.925653940768,0.874973020762,0.895943976,0.781386556333,hourly window sampler; minute rows are collected live during the run
