window_id,window_start_utc,window_end_utc,product_id,depth,target_samples,successful_samples,failed_samples,imbalance_mean,imbalance_median,imbalance_min,imbalance_max,bid_volume_mean,ask_volume_mean,notes
btc_usd_d10_20260510T040409Z,2026-05-10T04:04:09.111095Z,2026-05-10T05:03:09.401571Z,BTC-USD,10,60,60,0,-0.414276077018,-0.573049956168,-0.961747447414,0.995333027424,0.247599608333,0.6979478765,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260510T072753Z,2026-05-10T07:27:53.744106Z,2026-05-10T08:26:53.810933Z,BTC-USD,10,60,60,0,-0.173714690993,-0.16908423894,-0.976759354719,0.924795751635,0.4708346925,0.766413451333,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260510T094304Z,2026-05-10T09:43:04.954729Z,2026-05-10T10:42:05.178058Z,BTC-USD,10,60,60,0,0.107641815323,0.093611083403,-0.999756296111,0.993530582693,0.702886728167,0.575404416167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260510T110403Z,2026-05-10T11:04:03.776734Z,2026-05-10T12:03:03.937766Z,BTC-USD,10,60,60,0,-0.15537897855,-0.170779737017,-0.99849671987,0.989420467576,0.545478984333,1.683712042333,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260510T134303Z,2026-05-10T13:43:03.704134Z,2026-05-10T14:42:03.798293Z,BTC-USD,10,60,60,0,-0.171681423606,-0.253685009671,-0.989655153578,0.988290941861,0.353723773167,0.742286079333,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260510T145932Z,2026-05-10T14:59:32.879708Z,2026-05-10T15:58:33.324558Z,BTC-USD,10,60,60,0,-0.13186283691,-0.175683797051,-0.992807912066,0.999947689538,0.647008343667,0.665190960333,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260510T160406Z,2026-05-10T16:04:06.283255Z,2026-05-10T17:03:06.624849Z,BTC-USD,10,60,60,0,-0.018409049806,0.04534849526,-0.970774754535,0.99965620638,1.044555558167,0.7304133435,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260510T175557Z,2026-05-10T17:55:57.539295Z,2026-05-10T18:54:57.604880Z,BTC-USD,10,60,60,0,-0.292000666375,-0.389968192263,-0.95757456075,0.986399223585,0.363697720667,0.665916713667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260510T191652Z,2026-05-10T19:16:52.655242Z,2026-05-10T20:15:52.734560Z,BTC-USD,10,60,60,0,-0.166568087142,-0.268789731576,-0.964700060975,0.999996933086,0.480028673333,0.5776950935,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260510T205640Z,2026-05-10T20:56:40.120366Z,2026-05-10T21:55:40.190748Z,BTC-USD,10,60,60,0,-0.051093382036,-0.039753937442,-0.948381899158,0.960687838715,0.663457625167,0.709526105167,hourly window sampler; minute rows are collected live during the run
