window_id,window_start_utc,window_end_utc,product_id,depth,target_samples,successful_samples,failed_samples,imbalance_mean,imbalance_median,imbalance_min,imbalance_max,bid_volume_mean,ask_volume_mean,notes
btc_usd_d10_20260812T022633Z,2026-08-12T02:26:33.404918Z,2026-08-12T03:25:33.525846Z,BTC-USD,10,60,60,0,-0.422485769782,-0.533955263444,-0.977724678751,0.727009825536,0.815041064,2.691733196667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260812T045219Z,2026-08-12T04:52:19.775661Z,2026-08-12T05:51:20.263862Z,BTC-USD,10,60,60,0,0.022341656241,0.056159665046,-0.851634559056,0.874058513586,2.332479427667,2.050516085167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260812T061854Z,2026-08-12T06:18:54.058913Z,2026-08-12T07:17:54.164389Z,BTC-USD,10,60,60,0,-0.464896171156,-0.556451398268,-0.863104383318,0.713100446622,0.874003317833,2.788448879,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260812T082229Z,2026-08-12T08:22:29.531250Z,2026-08-12T09:21:29.652024Z,BTC-USD,10,60,60,0,-0.397374599695,-0.495915884158,-0.926525680937,0.528255377796,0.635330322667,1.899805654167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260812T101246Z,2026-08-12T10:12:46.220281Z,2026-08-12T11:11:46.335687Z,BTC-USD,10,60,60,0,-0.075496624346,-0.113727863707,-0.973945567649,0.999028679851,1.4724329425,1.999237957167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260812T115159Z,2026-08-12T11:51:59.808757Z,2026-08-12T12:50:59.885988Z,BTC-USD,10,60,60,0,-0.054453420246,-0.002004346307,-0.924959312964,0.9873726531,1.2166637695,1.432930419667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260812T132304Z,2026-08-12T13:23:04.972514Z,2026-08-12T14:22:05.104998Z,BTC-USD,10,60,60,0,-0.084587529116,-0.071542085014,-0.768682334196,0.617041433439,0.932329055167,1.2332678125,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260812T150253Z,2026-08-12T15:02:53.190975Z,2026-08-12T16:01:53.336192Z,BTC-USD,10,60,60,0,-0.048780888279,-0.08103814884,-0.738778872903,0.962718160999,1.567748606167,1.289303092,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260812T170143Z,2026-08-12T17:01:43.194167Z,2026-08-12T18:00:43.401655Z,BTC-USD,10,60,60,0,-0.142256837188,-0.207539644411,-0.904480451592,0.728431249159,1.061716893667,1.407530869833,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260812T190901Z,2026-08-12T19:09:01.463649Z,2026-08-12T20:08:01.548472Z,BTC-USD,10,60,60,0,-0.314160316902,-0.374974673398,-0.895873206159,0.509773656433,1.218557163667,2.02404886,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260812T205235Z,2026-08-12T20:52:35.357773Z,2026-08-12T21:51:35.425794Z,BTC-USD,10,60,60,0,-0.124906908349,-0.121380577811,-0.87370717418,0.787217260362,0.9627541595,1.482687283167,hourly window sampler; minute rows are collected live during the run
