window_id,window_start_utc,window_end_utc,product_id,depth,target_samples,successful_samples,failed_samples,imbalance_mean,imbalance_median,imbalance_min,imbalance_max,bid_volume_mean,ask_volume_mean,notes
btc_usd_d10_20260418T031526Z,2026-04-18T03:15:26.012570Z,2026-04-18T04:14:26.091467Z,BTC-USD,10,60,60,0,-0.109539047907,-0.135119650697,-0.837855841091,0.930381559652,0.814689994333,0.850240479833,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260418T054443Z,2026-04-18T05:44:43.706105Z,2026-04-18T06:43:43.829362Z,BTC-USD,10,60,60,0,0.058708660278,0.095840115091,-0.897293434658,0.863786121524,0.709573195667,0.495748054333,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260418T071932Z,2026-04-18T07:19:32.443966Z,2026-04-18T08:18:32.515064Z,BTC-USD,10,60,60,0,-0.146222873032,-0.220926179754,-0.976412764935,0.972481245852,1.347256840333,1.145627059167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260418T085908Z,2026-04-18T08:59:08.750897Z,2026-04-18T09:58:09.609672Z,BTC-USD,10,60,60,0,-0.116942476993,-0.187867603524,-0.931188562979,0.938311756053,0.504990484,0.602444188333,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260418T105730Z,2026-04-18T10:57:30.234955Z,2026-04-18T11:56:30.391575Z,BTC-USD,10,60,60,0,-0.021033063183,-0.014320735957,-0.806320224803,0.949794585084,0.580520941167,0.583822234667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260418T131636Z,2026-04-18T13:16:36.288632Z,2026-04-18T14:15:36.626600Z,BTC-USD,10,60,60,0,-0.170314895426,-0.253627767396,-0.929955451635,0.819369616541,0.592552723,0.658877706667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260418T144903Z,2026-04-18T14:49:03.007939Z,2026-04-18T15:48:03.863164Z,BTC-USD,10,60,60,0,-0.124069044905,-0.08277686809,-0.839580929225,0.936221449769,0.6048106385,0.678251795667,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260418T165126Z,2026-04-18T16:51:26.410938Z,2026-04-18T17:50:26.608812Z,BTC-USD,10,60,60,0,-0.084273605792,-0.095082920943,-0.892809803253,0.806157973307,0.323858423,0.3914223805,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260418T190142Z,2026-04-18T19:01:42.412001Z,2026-04-18T20:00:42.972754Z,BTC-USD,10,60,60,0,-0.232884548904,-0.247614794805,-0.998205708524,0.777962207802,0.348277864333,0.5215510105,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260418T204511Z,2026-04-18T20:45:11.757594Z,2026-04-18T21:44:11.836826Z,BTC-USD,10,60,60,0,-0.184135835229,-0.254180893645,-0.963681076222,0.806004848239,0.375711405,0.578638138167,hourly window sampler; minute rows are collected live during the run
btc_usd_d10_20260418T224327Z,2026-04-18T22:43:27.856926Z,2026-04-18T23:42:27.940516Z,BTC-USD,10,60,60,0,-0.28218508871,-0.455582810638,-0.911096882601,0.877146176675,0.524337304167,0.837810358167,hourly window sampler; minute rows are collected live during the run
