window_id,sample_index,planned_at_utc,collected_at_utc,product_id,depth,status,error,sequence,snapshot_time_utc,bid_volume,ask_volume,imbalance,best_bid,best_ask,mid_price,spread,spread_bps,bids_json,asks_json
btc_usd_d10_20260512T035037Z,0,2026-05-12T03:50:37.936058Z,2026-05-12T03:50:37.936119Z,BTC-USD,10,ok,,127987211211,2026-05-12T03:50:37.282231868Z,0.34654959,1.55388903,-0.635295150969,81049.470000000001,81049.479999999996,81049.475000000006,0.009999999995,0.001233814284,"[{""price"":81049.47,""size"":0.00134579,""num_orders"":2},{""price"":81049.32,""size"":0.03701449,""num_orders"":1},{""price"":81048.31,""size"":0.10006172,""num_orders"":1},{""price"":81048.3,""size"":0.01850674,""num_orders"":1},{""price"":81048.12,""size"":0.01480602,""num_orders"":1},{""price"":81046.44,""size"":1.4e-05,""num_orders"":1},{""price"":81046.0,""size"":0.0257,""num_orders"":1},{""price"":81045.93,""size"":0.12338683,""num_orders"":1},{""price"":81044.0,""size"":0.0257,""num_orders"":1},{""price"":81043.41,""size"":1.4e-05,""num_orders"":1}]","[{""price"":81049.48,""size"":1.10777526,""num_orders"":8},{""price"":81049.5,""size"":0.03,""num_orders"":1},{""price"":81050.35,""size"":0.39459886,""num_orders"":1},{""price"":81050.7,""size"":0.01480555,""num_orders"":1},{""price"":81051.56,""size"":1e-08,""num_orders"":1},{""price"":81051.58,""size"":3e-08,""num_orders"":1},{""price"":81051.59,""size"":4e-08,""num_orders"":1},{""price"":81051.61,""size"":8e-08,""num_orders"":1},{""price"":81052.32,""size"":0.00616907,""num_orders"":1},{""price"":81053.33,""size"":0.00054013,""num_orders"":1}]"
btc_usd_d10_20260512T035037Z,1,2026-05-12T03:51:37.936058Z,2026-05-12T03:51:37.936202Z,BTC-USD,10,ok,,127987269606,2026-05-12T03:51:36.185835885Z,0.34778323,0.59055476,-0.258725035741,81032.789999999994,81032.800000000003,81032.794999999998,0.010000000009,0.001234068257,"[{""price"":81032.79,""size"":0.06341277,""num_orders"":4},{""price"":81032.0,""size"":0.0209,""num_orders"":1},{""price"":81031.04,""size"":0.08093308,""num_orders"":1},{""price"":81030.01,""size"":0.01,""num_orders"":1},{""price"":81030.0,""size"":0.0209,""num_orders"":1},{""price"":81029.96,""size"":0.08992679,""num_orders"":1},{""price"":81029.95,""size"":0.03702334,""num_orders"":1},{""price"":81029.92,""size"":0.01851622,""num_orders"":1},{""price"":81029.91,""size"":0.00617034,""num_orders"":1},{""price"":81029.63,""size"":6.9e-07,""num_orders"":1}]","[{""price"":81032.8,""size"":0.05018965,""num_orders"":2},{""price"":81034.02,""size"":0.0148086,""num_orders"":1},{""price"":81034.27,""size"":0.09387513,""num_orders"":2},{""price"":81034.32,""size"":1.4e-05,""num_orders"":1},{""price"":81034.39,""size"":2.3e-06,""num_orders"":1},{""price"":81035.64,""size"":0.00617044,""num_orders"":1},{""price"":81036.0,""size"":0.0232,""num_orders"":1},{""price"":81036.1,""size"":0.39459886,""num_orders"":1},{""price"":81036.19,""size"":0.00769534,""num_orders"":1},{""price"":81036.41,""size"":4.4e-07,""num_orders"":1}]"
btc_usd_d10_20260512T035037Z,2,2026-05-12T03:52:37.936058Z,2026-05-12T03:52:37.936189Z,BTC-USD,10,ok,,127987317902,2026-05-12T03:52:37.698527543Z,0.58084815,0.13570565,0.621226905782,81049.899999999994,81049.910000000003,81049.904999999999,0.010000000009,0.00123380774,"[{""price"":81049.9,""size"":0.37509615,""num_orders"":7},{""price"":81049.89,""size"":0.09635257,""num_orders"":1},{""price"":81047.05,""size"":0.00616903,""num_orders"":1},{""price"":81046.01,""size"":0.03858986,""num_orders"":1},{""price"":81046.0,""size"":0.0179,""num_orders"":1},{""price"":81045.97,""size"":0.02488351,""num_orders"":1},{""price"":81045.95,""size"":0.02185543,""num_orders"":1},{""price"":81045.72,""size"":6.9e-07,""num_orders"":1},{""price"":81045.71,""size"":6.9e-07,""num_orders"":1},{""price"":81045.63,""size"":2.2e-07,""num_orders"":1}]","[{""price"":81049.91,""size"":0.13570026,""num_orders"":4},{""price"":81049.93,""size"":4.4e-07,""num_orders"":1},{""price"":81050.3,""size"":4.4e-07,""num_orders"":1},{""price"":81050.31,""size"":4.4e-07,""num_orders"":1},{""price"":81050.32,""size"":4.4e-07,""num_orders"":1},{""price"":81050.98,""size"":4.4e-07,""num_orders"":1},{""price"":81050.99,""size"":4.4e-07,""num_orders"":1},{""price"":81051.0,""size"":4.4e-07,""num_orders"":1},{""price"":81051.52,""size"":2.3e-06,""num_orders"":1},{""price"":81051.56,""size"":1e-08,""num_orders"":1}]"
btc_usd_d10_20260512T035037Z,3,2026-05-12T03:53:37.936058Z,2026-05-12T03:53:37.936193Z,BTC-USD,10,ok,,127987350390,2026-05-12T03:53:35.185870380Z,0.49718772,1.0223795,-0.345619313899,81074.5,81074.509999999995,81074.505000000005,0.009999999995,0.00123343337,"[{""price"":81074.5,""size"":0.3536983,""num_orders"":6},{""price"":81074.23,""size"":0.03700312,""num_orders"":1},{""price"":81074.01,""size"":0.10031782,""num_orders"":2},{""price"":81073.36,""size"":2.2e-07,""num_orders"":1},{""price"":81073.35,""size"":2.2e-07,""num_orders"":1},{""price"":81073.34,""size"":2.2e-07,""num_orders"":1},{""price"":81073.33,""size"":2.2e-07,""num_orders"":1},{""price"":81073.32,""size"":2.2e-07,""num_orders"":1},{""price"":81073.31,""size"":2.2e-07,""num_orders"":1},{""price"":81071.66,""size"":0.00616716,""num_orders"":1}]","[{""price"":81074.51,""size"":0.02235684,""num_orders"":2},{""price"":81074.69,""size"":4.4e-07,""num_orders"":1},{""price"":81074.7,""size"":4.4e-07,""num_orders"":1},{""price"":81074.71,""size"":4.4e-07,""num_orders"":1},{""price"":81075.0,""size"":1.0,""num_orders"":1},{""price"":81075.38,""size"":2.3e-06,""num_orders"":1},{""price"":81075.72,""size"":2.3e-06,""num_orders"":1},{""price"":81076.74,""size"":1.4e-05,""num_orders"":1},{""price"":81077.33,""size"":2.3e-06,""num_orders"":1},{""price"":81078.49,""size"":4.4e-07,""num_orders"":1}]"
btc_usd_d10_20260512T035037Z,4,2026-05-12T03:54:37.936058Z,2026-05-12T03:54:37.936191Z,BTC-USD,10,ok,,127987380688,2026-05-12T03:54:37.698060073Z,0.36126,1.11782364,-0.511508355268,81049.990000000005,81050,81049.994999999995,0.009999999995,0.001233806368,"[{""price"":81049.99,""size"":0.03703067,""num_orders"":2},{""price"":81049.28,""size"":0.03083627,""num_orders"":1},{""price"":81048.79,""size"":0.0148059,""num_orders"":1},{""price"":81047.19,""size"":0.01327104,""num_orders"":1},{""price"":81047.18,""size"":0.11276298,""num_orders"":1},{""price"":81047.17,""size"":0.00616903,""num_orders"":1},{""price"":81046.44,""size"":5.35e-05,""num_orders"":2},{""price"":81046.0,""size"":0.0227,""num_orders"":1},{""price"":81045.96,""size"":0.00024381,""num_orders"":1},{""price"":81045.95,""size"":0.1233868,""num_orders"":1}]","[{""price"":81050.0,""size"":0.09545234,""num_orders"":5},{""price"":81050.01,""size"":0.01,""num_orders"":1},{""price"":81051.23,""size"":0.05342436,""num_orders"":1},{""price"":81051.24,""size"":0.01480545,""num_orders"":1},{""price"":81051.82,""size"":0.03,""num_orders"":1},{""price"":81051.84,""size"":0.03,""num_orders"":1},{""price"":81052.0,""size"":0.0227,""num_orders"":1},{""price"":81052.86,""size"":0.00616903,""num_orders"":1},{""price"":81053.67,""size"":0.36165874,""num_orders"":1},{""price"":81053.68,""size"":0.49361372,""num_orders"":1}]"
btc_usd_d10_20260512T035037Z,5,2026-05-12T03:55:37.936058Z,2026-05-12T03:55:37.936188Z,BTC-USD,10,ok,,127987406626,2026-05-12T03:55:37.189126974Z,0.78997756,0.99898425,-0.116831275454,81035.229999999996,81035.240000000005,81035.235000000001,0.010000000009,0.001234031099,"[{""price"":81035.23,""size"":0.12708098,""num_orders"":15},{""price"":81035.17,""size"":3.171e-05,""num_orders"":1},{""price"":81034.32,""size"":1.4e-05,""num_orders"":1},{""price"":81034.01,""size"":0.0148086,""num_orders"":1},{""price"":81033.4,""size"":0.03083627,""num_orders"":1},{""price"":81032.39,""size"":0.00617015,""num_orders"":1},{""price"":81031.91,""size"":0.24079191,""num_orders"":1},{""price"":81031.9,""size"":0.12340818,""num_orders"":1},{""price"":81031.29,""size"":1.4e-05,""num_orders"":1},{""price"":81030.13,""size"":0.24682176,""num_orders"":1}]","[{""price"":81035.24,""size"":0.08138198,""num_orders"":4},{""price"":81035.26,""size"":0.03,""num_orders"":1},{""price"":81036.0,""size"":0.0215,""num_orders"":1},{""price"":81036.46,""size"":0.01480815,""num_orders"":1},{""price"":81036.77,""size"":0.000617,""num_orders"":1},{""price"":81037.41,""size"":0.30957143,""num_orders"":2},{""price"":81037.42,""size"":0.49361372,""num_orders"":1},{""price"":81038.0,""size"":0.0166408,""num_orders"":1},{""price"":81038.08,""size"":0.00617015,""num_orders"":1},{""price"":81038.88,""size"":0.02468102,""num_orders"":1}]"
btc_usd_d10_20260512T035037Z,6,2026-05-12T03:56:37.936058Z,2026-05-12T03:56:37.936184Z,BTC-USD,10,ok,,127987440938,2026-05-12T03:56:35.037039319Z,0.18451094,1.46092221,-0.775729642982,81011.990000000005,81012,81011.994999999995,0.009999999995,0.001234385105,"[{""price"":81011.99,""size"":0.05641356,""num_orders"":7},{""price"":81010.77,""size"":0.01481285,""num_orders"":1},{""price"":81010.08,""size"":1.4e-05,""num_orders"":1},{""price"":81009.15,""size"":0.00617192,""num_orders"":1},{""price"":81007.29,""size"":0.0370337,""num_orders"":1},{""price"":81007.05,""size"":1.4e-05,""num_orders"":1},{""price"":81006.78,""size"":0.03083627,""num_orders"":1},{""price"":81006.65,""size"":0.00771464,""num_orders"":1},{""price"":81006.0,""size"":0.0215,""num_orders"":1},{""price"":81005.01,""size"":0.01,""num_orders"":1}]","[{""price"":81012.0,""size"":0.11682188,""num_orders"":5},{""price"":81012.7,""size"":0.00061719,""num_orders"":1},{""price"":81013.17,""size"":0.70863516,""num_orders"":1},{""price"":81013.18,""size"":0.49361372,""num_orders"":1},{""price"":81013.22,""size"":0.0148124,""num_orders"":1},{""price"":81013.35,""size"":0.02468912,""num_orders"":1},{""price"":81014.0,""size"":0.0215,""num_orders"":1},{""price"":81014.59,""size"":0.07406073,""num_orders"":1},{""price"":81014.84,""size"":0.00617192,""num_orders"":1},{""price"":81014.99,""size"":9e-08,""num_orders"":1}]"
btc_usd_d10_20260512T035037Z,7,2026-05-12T03:57:37.936058Z,2026-05-12T03:57:37.936191Z,BTC-USD,10,ok,,127987482060,2026-05-12T03:57:36.198540991Z,2.64282193,1.71369579,0.213272664021,81004.020000000004,81004.029999999999,81004.024999999994,0.009999999995,0.001234506556,"[{""price"":81004.02,""size"":0.00580982,""num_orders"":6},{""price"":81002.75,""size"":0.03703578,""num_orders"":1},{""price"":81002.42,""size"":0.00030848,""num_orders"":1},{""price"":81001.18,""size"":0.00617253,""num_orders"":1},{""price"":81001.01,""size"":0.61284904,""num_orders"":1},{""price"":81001.0,""size"":1.0,""num_orders"":1},{""price"":81000.99,""size"":1.4e-05,""num_orders"":1},{""price"":81000.52,""size"":0.12345599,""num_orders"":1},{""price"":81000.0,""size"":0.06097453,""num_orders"":11},{""price"":80999.82,""size"":0.79620176,""num_orders"":1}]","[{""price"":81004.03,""size"":0.55517683,""num_orders"":4},{""price"":81006.0,""size"":0.0184,""num_orders"":1},{""price"":81006.84,""size"":0.35767274,""num_orders"":1},{""price"":81006.85,""size"":0.49510951,""num_orders"":2},{""price"":81006.87,""size"":0.00617253,""num_orders"":1},{""price"":81007.05,""size"":0.00061722,""num_orders"":1},{""price"":81007.39,""size"":0.03703243,""num_orders"":1},{""price"":81008.0,""size"":0.0184,""num_orders"":1},{""price"":81009.66,""size"":0.08261453,""num_orders"":1},{""price"":81009.67,""size"":0.1425,""num_orders"":1}]"
btc_usd_d10_20260512T035037Z,8,2026-05-12T03:58:37.936058Z,2026-05-12T03:58:37.936186Z,BTC-USD,10,ok,,127987523255,2026-05-12T03:58:35.451657345Z,0.00002255,1.17388638,-0.999961581347,81019.160000000003,81019.169999999998,81019.165000000008,0.009999999995,0.001234275865,"[{""price"":81019.16,""size"":1.634e-05,""num_orders"":2},{""price"":81019.15,""size"":6.9e-07,""num_orders"":1},{""price"":81019.08,""size"":6.9e-07,""num_orders"":1},{""price"":81019.07,""size"":6.9e-07,""num_orders"":1},{""price"":81019.06,""size"":6.9e-07,""num_orders"":1},{""price"":81019.05,""size"":6.9e-07,""num_orders"":1},{""price"":81019.04,""size"":6.9e-07,""num_orders"":1},{""price"":81019.03,""size"":6.9e-07,""num_orders"":1},{""price"":81019.02,""size"":6.9e-07,""num_orders"":1},{""price"":81019.01,""size"":6.9e-07,""num_orders"":1}]","[{""price"":81019.17,""size"":0.10553281,""num_orders"":6},{""price"":81020.0,""size"":0.0257,""num_orders"":1},{""price"":81022.0,""size"":0.0257,""num_orders"":1},{""price"":81022.01,""size"":0.00617137,""num_orders"":1},{""price"":81022.13,""size"":0.00061713,""num_orders"":1},{""price"":81022.34,""size"":0.32003029,""num_orders"":2},{""price"":81022.35,""size"":0.49361372,""num_orders"":1},{""price"":81022.41,""size"":0.02468886,""num_orders"":1},{""price"":81024.0,""size"":0.0257,""num_orders"":1},{""price"":81024.96,""size"":0.1461322,""num_orders"":1}]"
btc_usd_d10_20260512T035037Z,9,2026-05-12T03:59:37.936058Z,2026-05-12T03:59:37.936192Z,BTC-USD,10,ok,,127987557627,2026-05-12T03:59:36.452448230Z,0.30863846,0.54163359,-0.27402421378,81016.649999999994,81016.660000000003,81016.654999999999,0.010000000009,0.001234314106,"[{""price"":81016.65,""size"":0.05337729,""num_orders"":4},{""price"":81016.14,""size"":0.03702965,""num_orders"":1},{""price"":81016.01,""size"":0.01,""num_orders"":1},{""price"":81016.0,""size"":0.0257,""num_orders"":1},{""price"":81015.68,""size"":0.11584796,""num_orders"":1},{""price"":81015.43,""size"":0.01481199,""num_orders"":1},{""price"":81014.01,""size"":0.01,""num_orders"":1},{""price"":81014.0,""size"":0.0257,""num_orders"":1},{""price"":81013.81,""size"":0.00617157,""num_orders"":1},{""price"":81013.12,""size"":0.01,""num_orders"":1}]","[{""price"":81016.66,""size"":0.00133455,""num_orders"":1},{""price"":81017.79,""size"":4.4e-07,""num_orders"":1},{""price"":81017.8,""size"":4.4e-07,""num_orders"":1},{""price"":81017.88,""size"":0.01481155,""num_orders"":1},{""price"":81019.5,""size"":0.00617157,""num_orders"":1},{""price"":81020.0,""size"":0.0257,""num_orders"":1},{""price"":81020.23,""size"":4.4e-07,""num_orders"":1},{""price"":81020.24,""size"":4.4e-07,""num_orders"":1},{""price"":81020.25,""size"":4.4e-07,""num_orders"":1},{""price"":81021.98,""size"":0.49361372,""num_orders"":1}]"
